dwc:catalogNumber,dwc:ownerInstitutionCode,dwc:collectionCode,dwc:otherCatalogNumbers,dwc:individualCount,dcw:verbatimLabel,dwc:preparations,ABCD:KindOfUnit,dwc:sex,dwc:lifeStage,dwc:scientificName,dwc:taxonRank,dwc:typeStatus,dwc:vernacularName,dwc:previousIdentifications,dwc:eventDate_from,dwc:eventDate_to,dwc:recordedBy_collector,dwc:continent,dwc:countryCode,dwc:country,dwc:locality,dwc:decimalLongitude,dwc:decimalLatitude,dwc:coordinateUncertaintyInMeters,Spectrum:acquisitionMethod,Spectrum:acquisitionSource,Spectrum:acquisitionDate,dwc_ExtensionSimpleMultimedia:identifier,dwc_ExtensionSimpleMultimedia:rightsHolder,dwc_ExtensionSimpleMultimedia:license
MUD001261,KU Leuven,Museum of Zoology,1124,1,"1124<br/>Spreeuw<br/>sturnus vulgaris<br/>ad<br/>♂<br/>lente","mounted: mounted skin",complete specimen,male,adult,"Sturnus vulgaris Linnaeus, 1758",species,not applicable,European Starling,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313566/stream"" target=""_url_details"">https://resolver.libis.be/FL17313566/stream</a>; <a href=""https://resolver.libis.be/FL17313567/stream"" target=""_url_details"">https://resolver.libis.be/FL17313567/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001262,KU Leuven,Museum of Zoology,589,1,"589<br/>Roodborst<br/>erithacus rubecula<br/>ad<br/>♂<br/>april","mounted: mounted skin",complete specimen,male,adult,"Erithacus rubecula (Linnaeus, 1758)",species,not applicable,European Robin,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313578/stream"" target=""_url_details"">https://resolver.libis.be/FL17313578/stream</a>; <a href=""https://resolver.libis.be/FL17313579/stream"" target=""_url_details"">https://resolver.libis.be/FL17313579/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001263,KU Leuven,Museum of Zoology,259,1,"259<br/>Distelvink<br/>carduelis carduelis<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Carduelis carduelis (Linnaeus, 1758)",species,not applicable,European Goldfinch,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313590/stream"" target=""_url_details"">https://resolver.libis.be/FL17313590/stream</a>; <a href=""https://resolver.libis.be/FL17313591/stream"" target=""_url_details"">https://resolver.libis.be/FL17313591/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001264,KU Leuven,Museum of Zoology,218,1,"218<br/>Merel<br/>turdus merula<br/>♂<br/>ad","mounted: mounted skin",complete specimen,male,adult,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313602/stream"" target=""_url_details"">https://resolver.libis.be/FL17313602/stream</a>; <a href=""https://resolver.libis.be/FL17313603/stream"" target=""_url_details"">https://resolver.libis.be/FL17313603/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001265,KU Leuven,Museum of Zoology,591,1,"591<br/>Vink<br/>fringilla coelebs<br/>ad<br/>♂<br/>april","mounted: mounted skin",complete specimen,male,adult,"Fringilla coelebs Linnaeus, 1758",species,not applicable,Common Chiffchaff,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313614/stream"" target=""_url_details"">https://resolver.libis.be/FL17313614/stream</a>; <a href=""https://resolver.libis.be/FL17313615/stream"" target=""_url_details"">https://resolver.libis.be/FL17313615/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001266,KU Leuven,Museum of Zoology,1059,1,"1059<br/>Rotsduif<br/>columba livia<br/>ad<br/>♂<br/>voorjaar","mounted: mounted skin",complete specimen,male,adult,"Columba livia J. F. Gmelin, 1789",species,not applicable,Rock Pigeon,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313626/stream"" target=""_url_details"">https://resolver.libis.be/FL17313626/stream</a>; <a href=""https://resolver.libis.be/FL17313627/stream"" target=""_url_details"">https://resolver.libis.be/FL17313627/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001267,KU Leuven,Museum of Zoology,1198,1,"1198<br/>Tortelduif<br/>streptopelia turtur<br/>ad<br/>♂<br/>zomer","mounted: mounted skin",complete specimen,male,adult,"Streptopelia turtur (Linnaeus, 1758)",species,not applicable,European Turtle Dove,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313638/stream"" target=""_url_details"">https://resolver.libis.be/FL17313638/stream</a>; <a href=""https://resolver.libis.be/FL17313639/stream"" target=""_url_details"">https://resolver.libis.be/FL17313639/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001268,KU Leuven,Museum of Zoology,1332,1,"1332<br/>Houtduif = Bosduif<br/>columba palumbus","mounted: mounted skin",complete specimen,,,"Columba palumbus Linnaeus, 1758",species,not applicable,Common Wood Pigeon,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313650/stream"" target=""_url_details"">https://resolver.libis.be/FL17313650/stream</a>; <a href=""https://resolver.libis.be/FL17313651/stream"" target=""_url_details"">https://resolver.libis.be/FL17313651/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001269,KU Leuven,Museum of Zoology,1244,1,"1244<br/>Mandarijneend<br/>aix galericulata<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Aix galericulata (Linnaeus, 1758)",species,not applicable,Manderin Duck,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313662/stream"" target=""_url_details"">https://resolver.libis.be/FL17313662/stream</a>; <a href=""https://resolver.libis.be/FL17313663/stream"" target=""_url_details"">https://resolver.libis.be/FL17313663/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001270,KU Leuven,Museum of Zoology,1161,1,"1161<br/>Nijlgans<br/>alopochen aegyptiacus<br/>ad<br/>voorjaar<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Alopochen aegyptiaca (Linnaeus, 1766)",species,not applicable,Egyptian Goose,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313674/stream"" target=""_url_details"">https://resolver.libis.be/FL17313674/stream</a>; <a href=""https://resolver.libis.be/FL17313675/stream"" target=""_url_details"">https://resolver.libis.be/FL17313675/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001271,KU Leuven,Museum of Zoology,1252,1,"1252<br/>Kerkuil<br/>tyto alba alba<br/>nominant of britse vorm = zeer wit","mounted: mounted skin",complete specimen,,,"Tyto alba (Scopoli, 1769)",species,not applicable,Western Barn Owl,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313686/stream"" target=""_url_details"">https://resolver.libis.be/FL17313686/stream</a>; <a href=""https://resolver.libis.be/FL17313687/stream"" target=""_url_details"">https://resolver.libis.be/FL17313687/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001272,KU Leuven,Museum of Zoology,369,1,"369<br/>Buizerd<br/>buteo buteo<br/>ad<br/>♀<br/>oktober","mounted: mounted skin",complete specimen,female,adult,"Buteo buteo (Linnaeus, 1758)",species,not applicable,Common Buzzard,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Hoogstraten, Minderhout-Meerle",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313698/stream"" target=""_url_details"">https://resolver.libis.be/FL17313698/stream</a>; <a href=""https://resolver.libis.be/FL17313699/stream"" target=""_url_details"">https://resolver.libis.be/FL17313699/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001273,KU Leuven,Museum of Zoology,339,1,"339<br/>Steenuil<br/>athene noctua<br/>ad<br/>Nederland","mounted: mounted skin",complete specimen,,adult,"Athene noctua (Scopoli, 1769)",species,not applicable,Little Owl,,,,,Europe,NL,"Netherlands (Kingdom of the)",,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313710/stream"" target=""_url_details"">https://resolver.libis.be/FL17313710/stream</a>; <a href=""https://resolver.libis.be/FL17313711/stream"" target=""_url_details"">https://resolver.libis.be/FL17313711/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001274,KU Leuven,Museum of Zoology,482,1,"482<br/>Dwergooruil<br/>otus scops<br/>ad<br/>Spanje","mounted: mounted skin",complete specimen,,adult,"Otus scops (Linnaeus, 1758)",species,not applicable,Eurasian Scops Owl,,,,,Europe,ES,Spain,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313722/stream"" target=""_url_details"">https://resolver.libis.be/FL17313722/stream</a>; <a href=""https://resolver.libis.be/FL17313723/stream"" target=""_url_details"">https://resolver.libis.be/FL17313723/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001275,KU Leuven,Museum of Zoology,471,1,"471<br/>Buizerd<br/>buteo buteo<br/>zeer licht exemplaar","mounted: mounted skin",complete specimen,,,"Buteo buteo (Linnaeus, 1758)",species,not applicable,Common Buzzard,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313734/stream"" target=""_url_details"">https://resolver.libis.be/FL17313734/stream</a>; <a href=""https://resolver.libis.be/FL17313735/stream"" target=""_url_details"">https://resolver.libis.be/FL17313735/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001276,KU Leuven,Museum of Zoology,632,1,"632<br/>Ekster<br/>ad","mounted: mounted skin",complete specimen,,adult,"Pica pica (Linnaeus, 1758)",species,not applicable,Eurasian Magpie,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313746/stream"" target=""_url_details"">https://resolver.libis.be/FL17313746/stream</a>; <a href=""https://resolver.libis.be/FL17313747/stream"" target=""_url_details"">https://resolver.libis.be/FL17313747/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001277,KU Leuven,Museum of Zoology,168,1,"168<br/>Zwarte Kraai<br/>corvus corone<br/>volwassen<br/>Rijkevorsel","mounted: mounted skin",complete specimen,,adult,"Corvus corone Linnaeus, 1758",species,not applicable,Carrion Crow,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313758/stream"" target=""_url_details"">https://resolver.libis.be/FL17313758/stream</a>; <a href=""https://resolver.libis.be/FL17313759/stream"" target=""_url_details"">https://resolver.libis.be/FL17313759/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001278,KU Leuven,Museum of Zoology,167,1,"167<br/>Kauw<br/>corvus monedula<br/>volwassen<br/>♂<br/>juni<br/>Rijkevorsel (eigen tuin)<br/>zomerkleed","mounted: mounted skin",complete specimen,male,adult,"Coloeus monedula (Linnaeus, 1758)",species,not applicable,Western Jackdaw,Corvus monedula,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel, garden Pas family",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313770/stream"" target=""_url_details"">https://resolver.libis.be/FL17313770/stream</a>; <a href=""https://resolver.libis.be/FL17313771/stream"" target=""_url_details"">https://resolver.libis.be/FL17313771/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001279,KU Leuven,Museum of Zoology,504,1,"504<br/>Roek<br/>corvus frugilegus<br/>ad.","mounted: mounted skin",complete specimen,,adult,"Corvus frugilegus Linnaeus, 1758",species,not applicable,Rook,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313782/stream"" target=""_url_details"">https://resolver.libis.be/FL17313782/stream</a>; <a href=""https://resolver.libis.be/FL17313783/stream"" target=""_url_details"">https://resolver.libis.be/FL17313783/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001280,KU Leuven,Museum of Zoology,517,1,"517<br/>Roodborst<br/>erithacus rubecula<br/>ad<br/>Rijkevorsel","mounted: mounted skin",complete specimen,,adult,"Erithacus rubecula (Linnaeus, 1758)",species,not applicable,European Robin,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313794/stream"" target=""_url_details"">https://resolver.libis.be/FL17313794/stream</a>; <a href=""https://resolver.libis.be/FL17313795/stream"" target=""_url_details"">https://resolver.libis.be/FL17313795/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001281,KU Leuven,Museum of Zoology,251,1,"251<br/>Goudvink<br/>pyrrhula pyrrhula<br/>ad<br/>♂<br/>inlandse vorm","mounted: mounted skin",complete specimen,male,adult,"Pyrrhula pyrrhula (Linnaeus, 1758)",species,not applicable,Eurasian Bullfinch,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313806/stream"" target=""_url_details"">https://resolver.libis.be/FL17313806/stream</a>; <a href=""https://resolver.libis.be/FL17313807/stream"" target=""_url_details"">https://resolver.libis.be/FL17313807/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001282,KU Leuven,Museum of Zoology,609,1,"609<br/>Boomklever<br/>sitta europaea<br/>ad<br/>♂<br/>winter","mounted: mounted skin",complete specimen,male,adult,"Sitta europaea Linnaeus, 1758",species,not applicable,Eurasian Nuthatch,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313818/stream"" target=""_url_details"">https://resolver.libis.be/FL17313818/stream</a>; <a href=""https://resolver.libis.be/FL17313819/stream"" target=""_url_details"">https://resolver.libis.be/FL17313819/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001283,KU Leuven,Museum of Zoology,812,1,"812<br/>Haakbek<br/>pinicola enucleator<br/>♂ links (boven)<br/>ad","mounted: mounted skin",complete specimen,male,adult,"Pinicola enucleator (Linnaeus, 1758)",species,not applicable,Pine Grosbeak,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17902510/stream"" target=""_url_details"">https://resolver.libis.be/FL17902510/stream</a>; <a href=""https://resolver.libis.be/FL17902511/stream"" target=""_url_details"">https://resolver.libis.be/FL17902511/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001284,KU Leuven,Museum of Zoology,813,1,"813<br/>Haakbek<br/>pinicola enucleator<br/>ad<br/>♀ rechts","mounted: mounted skin",complete specimen,female,adult,"Pinicola enucleator (Linnaeus, 1758)",species,not applicable,Pine Grosbeak,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17902510/stream"" target=""_url_details"">https://resolver.libis.be/FL17902510/stream</a>; <a href=""https://resolver.libis.be/FL17902511/stream"" target=""_url_details"">https://resolver.libis.be/FL17902511/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001285,KU Leuven,Museum of Zoology,1193,1,"1193<br/>Blauwborst<br/>roodgesterde<br/>cyanosylvia svecica svecica<br/>♂<br/>ad","mounted: mounted skin",complete specimen,male,adult,"Luscinia svecica svecica (Linnaeus, 1758)",subspecies,not applicable,"Red-spotted Bluethroat",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313835/stream"" target=""_url_details"">https://resolver.libis.be/FL17313835/stream</a>; <a href=""https://resolver.libis.be/FL17313836/stream"" target=""_url_details"">https://resolver.libis.be/FL17313836/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001286,KU Leuven,Museum of Zoology,1297,1,"1297<br/>Gaai<br/>garrulus glandarius atricapillus<br/>Pafos Griekenland<br/>Midden-Oosten<br/>Zwarte Kruin","mounted: mounted skin",complete specimen,,,"Garrulus glandarius (Linnaeus, 1758)",species,not applicable,Eurasian Jay,Garrulus glandarius atricapillus ,,,,Europe,CY,Cyprus,Paphos,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313860/stream"" target=""_url_details"">https://resolver.libis.be/FL17313860/stream</a>; <a href=""https://resolver.libis.be/FL17313861/stream"" target=""_url_details"">https://resolver.libis.be/FL17313861/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001287,KU Leuven,Museum of Zoology,326,1,"326<br/>Witster Blauwborst<br/>cyanosylvia svecica cyanecula<br/>ad<br/>♂<br/>lente<br/>Beerse C.B.R","mounted: mounted skin",complete specimen,male,adult,"Luscinia svecica cyanecula (Meisner, 1804)",subspecies,not applicable,"White-spotted Bluethroat",,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse, Cimenteries et Briqueteries Réunies (C.B.R.)",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313872/stream"" target=""_url_details"">https://resolver.libis.be/FL17313872/stream</a>; <a href=""https://resolver.libis.be/FL17313873/stream"" target=""_url_details"">https://resolver.libis.be/FL17313873/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001288,KU Leuven,Museum of Zoology,312,1,"312<br/>Bonte Vliegenvanger<br/>ficedula hypoleuca<br/>ad<br/>♂<br/>zomer<br/>Bornem","mounted: mounted skin",complete specimen,male,adult,"Ficedula hypoleuca (Pallas, 1764)",species,not applicable,European Pied Flycatcher,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Mechelen, Bornem",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17902575/stream"" target=""_url_details"">https://resolver.libis.be/FL17902575/stream</a>; <a href=""https://resolver.libis.be/FL17902576/stream"" target=""_url_details"">https://resolver.libis.be/FL17902576/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001289,KU Leuven,Museum of Zoology,874,1,"874<br/>Glanskopmees<br/>parus palustris<br/>ad<br/>Sumpfmeise","mounted: mounted skin",complete specimen,,adult,"Poecile palustris (Linnaeus, 1758)",species,not applicable,Marsh Tit,Parus palustris,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17902596/stream"" target=""_url_details"">https://resolver.libis.be/FL17902596/stream</a>; <a href=""https://resolver.libis.be/FL17902597/stream"" target=""_url_details"">https://resolver.libis.be/FL17902597/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
